word_count,char_count,char_count_no_spaces,sentence_count,avg_word_length,avg_sentence_length,unique_word_count,lexical_diversity,digit_count,digit_ratio,uppercase_count,uppercase_ratio,punctuation_count,punctuation_ratio,syllable_count,flesch_kincaid_score,is_short_text,is_long_text
145,1123,979,1,6.751724137931035,145.0,125,0.8620689655172413,0,0.0,0,0.0,0,0.0,425,-157.8201724137931,0,1
308,2146,1839,1,5.970779220779221,308.0,228,0.7402597402597403,0,0.0,0,0.0,0,0.0,775,-344.7906493506494,0,1
575,3704,3130,1,5.443478260869565,575.0,381,0.662608695652174,0,0.0,0,0.0,0,0.0,1328,-679.4698695652173,0,1
234,1542,1309,1,5.594017094017094,234.0,172,0.7350427350427351,0,0.0,0,0.0,0,0.0,543,-236.8278205128205,0,1
655,4320,3666,1,5.596946564885497,655.0,433,0.6610687022900763,0,0.0,0,0.0,0,0.0,1581,-789.7308015267175,0,1
369,2623,2255,1,6.111111111111111,369.0,271,0.7344173441734417,0,0.0,0,0.0,0,0.0,952,-427.91974254742547,0,1
799,4938,4140,1,5.1814768460575715,799.0,480,0.6007509386733417,0,0.0,0,0.0,0,0.0,1776,-965.4539862327911,0,1
452,3010,2559,1,5.661504424778761,452.0,322,0.7123893805309734,0,0.0,0,0.0,0,0.0,1063,-522.1063716814159,0,1
180,1250,1071,1,5.95,180.0,130,0.7222222222222222,0,0.0,0,0.0,0,0.0,414,-165.39499999999998,0,1
332,2108,1777,1,5.352409638554217,332.0,211,0.6355421686746988,0,0.0,0,0.0,0,0.0,735,-357.8177108433735,0,1
302,1941,1640,1,5.430463576158941,302.0,209,0.6920529801324503,0,0.0,0,0.0,0,0.0,706,-326.26367549668873,0,1
301,2048,1748,1,5.807308970099668,301.0,235,0.7807308970099668,0,0.0,0,0.0,0,0.0,750,-334.215830564784,0,1
914,6572,5659,1,6.191466083150985,914.0,633,0.6925601750547046,0,0.0,0,0.0,0,0.0,2398,-1139.045306345733,0,1
219,1424,1206,1,5.506849315068493,219.0,160,0.730593607305936,0,0.0,0,0.0,0,0.0,522,-221.11705479452056,0,1
121,766,646,1,5.338842975206612,121.0,102,0.8429752066115702,0,0.0,0,0.0,0,0.0,258,-78.61210743801652,0,1
251,1674,1424,1,5.673306772908367,251.0,180,0.7171314741035857,0,0.0,0,0.0,0,0.0,593,-261.4542430278884,0,1
609,3885,3277,1,5.380952380952381,609.0,420,0.6896551724137931,0,0.0,0,0.0,0,0.0,1380,-721.0521921182266,0,1
360,2725,2366,1,6.572222222222222,360.0,277,0.7694444444444445,0,0.0,0,0.0,0,0.0,973,-423.6019444444444,0,1
430,2690,2261,1,5.258139534883721,430.0,307,0.713953488372093,0,0.0,0,0.0,0,0.0,959,-486.201976744186,0,1
290,1912,1623,1,5.596551724137931,290.0,222,0.7655172413793103,0,0.0,0,0.0,0,0.0,676,-310.2601724137931,0,1
129,904,776,1,6.015503875968992,129.0,102,0.7906976744186046,0,0.0,0,0.0,0,0.0,326,-112.74562015503878,0,1
377,2630,2254,1,5.978779840848806,377.0,198,0.5251989389920424,0,0.0,0,0.0,0,0.0,902,-427.05863395225464,0,1
511,3615,3105,1,6.076320939334638,511.0,343,0.6712328767123288,0,0.0,0,0.0,0,0.0,1296,-609.8908317025441,0,1
641,3861,3221,1,5.024960998439938,641.0,384,0.5990639625585024,0,0.0,0,0.0,0,0.0,1382,-756.0409750390016,0,1
284,2037,1754,1,6.176056338028169,284.0,223,0.7852112676056338,0,0.0,0,0.0,0,0.0,735,-317.90549295774645,0,1
67,449,383,1,5.7164179104477615,67.0,61,0.9104477611940298,0,0.0,0,0.0,0,0.0,165,-28.272462686567152,0,0
167,1117,951,1,5.6946107784431135,167.0,137,0.8203592814371258,0,0.0,0,0.0,0,0.0,408,-157.09613772455089,0,1
780,5532,4753,1,6.093589743589743,780.0,574,0.735897435897436,0,0.0,0,0.0,0,0.0,2067,-966.43,0,1
474,3188,2715,1,5.727848101265823,474.0,280,0.5907172995780591,0,0.0,0,0.0,0,0.0,1159,-556.3183755274262,0,1
92,604,513,1,5.576086956521739,92.0,71,0.7717391304347826,0,0.0,0,0.0,0,0.0,199,-42.76391304347827,0,0
297,2146,1850,1,6.228956228956229,297.0,237,0.797979797979798,0,0.0,0,0.0,0,0.0,738,-328.60439393939396,0,1
193,1224,1032,1,5.347150259067358,193.0,142,0.7357512953367875,0,0.0,0,0.0,0,0.0,420,-174.85256476683938,0,1
164,1138,975,1,5.945121951219512,164.0,134,0.8170731707317073,0,0.0,0,0.0,0,0.0,394,-150.75158536585366,0,1
172,1063,892,1,5.186046511627907,172.0,130,0.7558139534883721,0,0.0,0,0.0,0,0.0,368,-145.35104651162789,0,1
381,2582,2202,1,5.7795275590551185,381.0,278,0.7296587926509186,0,0.0,0,0.0,0,0.0,943,-437.2164435695538,0,1
157,1060,904,1,5.75796178343949,157.0,130,0.8280254777070064,0,0.0,0,0.0,0,0.0,380,-142.72996815286623,0,1
70,429,360,1,5.142857142857143,70.0,64,0.9142857142857143,0,0.0,0,0.0,0,0.0,153,-15.526428571428568,0,0
203,1278,1076,1,5.300492610837439,203.0,152,0.7487684729064039,0,0.0,0,0.0,0,0.0,456,-192.06795566502464,0,1
257,1762,1506,1,5.8599221789883265,257.0,207,0.8054474708171206,0,0.0,0,0.0,0,0.0,656,-280.6720038910506,0,1
1302,8434,7133,1,5.478494623655914,1302.0,804,0.6175115207373272,0,0.0,0,0.0,0,0.0,2959,-1622.3517127496161,0,1
69,491,423,1,6.130434782608695,69.0,55,0.7971014492753623,0,0.0,0,0.0,0,0.0,181,-40.51862318840581,0,0
512,3686,3175,1,6.201171875,512.0,370,0.72265625,0,0.0,0,0.0,0,0.0,1342,-616.292734375,0,1
99,614,516,1,5.212121212121212,99.0,80,0.8080808080808081,0,0.0,0,0.0,0,0.0,211,-49.95691919191921,0,0
296,2205,1910,1,6.452702702702703,296.0,239,0.8074324324324325,0,0.0,0,0.0,0,0.0,817,-343.84912162162163,0,1
217,1476,1260,1,5.806451612903226,217.0,160,0.7373271889400922,0,0.0,0,0.0,0,0.0,530,-222.05301843317974,0,1
630,4475,3846,1,6.104761904761904,630.0,465,0.7380952380952381,0,0.0,0,0.0,0,0.0,1615,-766.2308730158729,0,1
1468,9017,7550,1,5.143051771117166,1468.0,778,0.5299727520435967,0,0.0,0,0.0,0,0.0,3205,-1832.7778746594006,0,1
546,3883,3338,1,6.113553113553113,546.0,307,0.5622710622710623,0,0.0,0,0.0,0,0.0,1385,-655.4164652014653,0,1
320,2305,1986,1,6.20625,320.0,253,0.790625,0,0.0,0,0.0,0,0.0,798,-359.03937499999995,0,1
435,3076,2642,1,6.073563218390805,435.0,328,0.7540229885057471,0,0.0,0,0.0,0,0.0,1135,-515.4776436781609,0,1
597,4052,3456,1,5.788944723618091,597.0,385,0.644891122278057,0,0.0,0,0.0,0,0.0,1449,-715.1358542713567,0,1
1238,8934,7697,1,6.217285945072698,1238.0,847,0.684168012924071,0,0.0,0,0.0,0,0.0,3163,-1556.1161308562198,0,1
401,2818,2418,1,6.029925187032419,401.0,228,0.5685785536159601,0,0.0,0,0.0,0,0.0,1022,-467.63756857855367,0,1
2180,14291,12112,1,5.555963302752294,2180.0,1156,0.5302752293577981,0,0.0,0,0.0,0,0.0,5206,-2770.688211009174,0,1
263,1696,1434,1,5.452471482889734,263.0,196,0.7452471482889734,0,0.0,0,0.0,0,0.0,597,-271.4897148288974,0,1
280,1793,1514,1,5.4071428571428575,280.0,180,0.6428571428571429,0,0.0,0,0.0,0,0.0,621,-290.4582142857143,0,1
215,1526,1312,1,6.102325581395349,215.0,175,0.813953488372093,0,0.0,0,0.0,0,0.0,553,-227.24779069767442,0,1
400,3225,2826,1,7.065,400.0,288,0.72,0,0.0,0,0.0,0,0.0,1172,-489.258,0,1
294,2199,1906,1,6.482993197278912,294.0,226,0.7687074829931972,0,0.0,0,0.0,0,0.0,821,-343.19527210884354,0,1
186,1283,1098,1,5.903225806451613,186.0,147,0.7903225806451613,0,0.0,0,0.0,0,0.0,466,-185.5381182795699,0,1
145,1014,870,1,6.0,145.0,113,0.7793103448275862,0,0.0,0,0.0,0,0.0,359,-130.46431034482757,0,1
379,2779,2401,1,6.33509234828496,379.0,291,0.7678100263852242,0,0.0,0,0.0,0,0.0,1048,-452.0518073878628,0,1
781,4955,4175,1,5.345710627400768,781.0,461,0.5902688860435339,0,0.0,0,0.0,0,0.0,1763,-944.1324775928297,0,1
177,1094,918,1,5.186440677966102,177.0,133,0.751412429378531,0,0.0,0,0.0,0,0.0,393,-156.70737288135592,0,1
260,1677,1418,1,5.453846153846154,260.0,178,0.6846153846153846,0,0.0,0,0.0,0,0.0,590,-267.5457692307692,0,1
508,3483,2976,1,5.858267716535433,508.0,393,0.7736220472440944,0,0.0,0,0.0,0,0.0,1241,-600.3840944881889,0,1
1077,6842,5766,1,5.353760445682451,1077.0,653,0.606313834726091,0,0.0,0,0.0,0,0.0,2414,-1327.9738207985145,0,1
448,2861,2414,1,5.388392857142857,448.0,301,0.671875,0,0.0,0,0.0,0,0.0,1009,-510.92415178571423,0,1
1119,7863,6745,1,6.027703306523682,1119.0,630,0.5630026809651475,0,0.0,0,0.0,0,0.0,2859,-1401.4180831099195,0,1
69,477,409,1,5.927536231884058,69.0,61,0.8840579710144928,0,0.0,0,0.0,0,0.0,175,-35.29253623188406,0,0
2315,14265,11951,1,5.162419006479482,2315.0,1162,0.5019438444924406,0,0.0,0,0.0,0,0.0,5049,-2933.7427105831534,0,1
342,2452,2111,1,6.1725146198830405,342.0,265,0.7748538011695907,0,0.0,0,0.0,0,0.0,907,-397.15301169590646,0,1
203,1279,1077,1,5.305418719211823,203.0,155,0.7635467980295566,0,0.0,0,0.0,0,0.0,467,-195.32460591133008,0,1
194,1439,1246,1,6.422680412371134,194.0,157,0.8092783505154639,0,0.0,0,0.0,0,0.0,497,-199.33252577319587,0,1
364,2308,1945,1,5.343406593406593,364.0,241,0.6620879120879121,0,0.0,0,0.0,0,0.0,823,-402.25043956043953,0,1
744,5221,4478,1,6.018817204301075,744.0,563,0.7567204301075269,0,0.0,0,0.0,0,0.0,1851,-909.8879838709678,0,1
202,1397,1196,1,5.920792079207921,202.0,149,0.7376237623762376,0,0.0,0,0.0,0,0.0,515,-208.9902475247525,0,1
